,number_of_visits,total_quantity,average_quantity,total_spend,average_spend,BAKERY,CASHPOINT,CONFECTIONARY,DAIRY,DELI,DISCOUNT_BAKERY,DRINKS,FROZEN,FRUIT_VEG,GROCERY_FOOD,GROCERY_HEALTH_PETS,LOTTERY,MEAT,NEWSPAPERS_MAGAZINES,PRACTICAL_ITEMS,PREPARED_MEALS,SEASONAL_GIFTING,SOFT_DRINKS,TOBACCO,WORLD_FOODS,cluster_group
1715,126,1485,11.79,2250.74,17.86,15.92,0.0,59.73,226.1,34.9,0.0,672.43,69.17,80.1,252.97,145.49,2.0,194.96,44.02,2.13,21.14,0.0,2.2,36.24,0.0,3.0
1716,127,1036,8.16,2268.55,17.86,32.39,117.0,55.18,56.87,5.01,0.0,734.86,21.73,84.91,123.03,115.06,21.0,123.83,20.48,6.79,66.02,22.73,23.72,0.59,2.77,3.0
1717,42,353,8.4,534.23,12.72,2.85,0.0,27.27,71.5,6.62,0.0,145.29,8.46,36.72,25.69,9.68,4.0,18.6,5.67,0.0,5.57,0.0,11.2,0.0,0.0,5.0
1718,70,1778,25.4,1913.28,27.33,71.31,0.0,360.86,163.87,10.83,53.04,17.93,55.06,260.15,405.95,114.73,0.0,78.65,17.81,27.83,21.07,22.21,12.64,46.5,10.25,2.0
1719,69,496,7.19,920.15,13.34,17.55,0.0,23.75,51.96,15.66,0.0,72.7,36.72,67.84,81.02,10.48,26.0,166.97,6.15,1.61,12.3,3.4,10.65,109.9,6.74,4.0
1720,49,511,10.43,707.64,14.44,34.67,0.0,107.31,71.78,4.79,0.0,10.88,10.85,33.01,56.95,12.07,2.0,39.5,0.0,0.0,21.01,0.0,3.95,91.95,0.89,5.0
1721,76,513,6.75,651.5,8.57,12.7,0.0,42.64,107.98,14.45,0.0,6.79,8.73,115.19,28.6,24.81,1.0,82.62,0.0,0.0,52.27,0.0,15.94,0.0,0.0,4.0
1722,69,471,6.83,625.48,9.06,10.54,0.0,20.94,53.04,11.54,10.15,1.69,10.18,105.25,102.98,31.04,3.0,39.91,17.91,0.0,3.93,4.96,8.08,176.74,3.08,4.0
1723,77,358,4.65,430.79,5.59,9.72,0.0,77.95,28.55,2.99,0.0,57.66,3.08,54.52,56.37,9.99,0.0,7.55,1.3,0.0,6.06,0.0,5.03,0.0,1.56,4.0
1724,18,368,20.44,373.4,20.74,9.66,0.0,38.86,61.65,1.9,0.0,0.0,52.3,34.56,77.59,29.0,20.0,4.76,4.1,0.0,61.31,0.0,4.42,0.0,0.65,5.0
1725,70,1525,21.79,1818.45,25.98,33.02,0.0,318.06,186.14,15.79,0.0,13.57,99.16,130.69,219.53,195.31,0.0,19.46,17.8,0.0,21.59,22.81,58.57,194.15,4.24,1.0
1726,55,334,6.07,402.82,7.32,3.05,0.0,45.59,23.08,2.1,0.0,0.0,13.67,11.16,21.29,11.19,0.0,13.98,11.21,0.0,12.28,6.15,8.32,43.14,20.16,5.0
1727,56,972,17.36,1854.66,33.12,15.61,0.0,98.01,155.01,0.0,0.0,106.27,46.35,223.84,115.5,202.72,9.0,80.72,14.89,14.02,137.11,94.06,6.34,299.69,3.99,1.0
1728,57,501,8.79,698.31,12.25,16.34,0.0,77.06,119.65,22.52,0.0,55.24,2.7,78.31,44.69,15.72,0.0,47.06,1.95,4.67,39.28,4.68,21.24,19.12,3.3,4.0
1729,150,595,3.97,1184.28,7.9,8.92,0.0,75.63,108.38,4.42,0.0,1.44,5.03,34.15,112.71,20.79,4.0,14.03,14.87,1.95,1.79,10.99,18.78,238.53,1.88,3.0
1730,39,234,6.0,306.27,7.85,13.71,0.0,53.56,36.61,0.0,0.0,0.0,25.03,35.3,35.55,29.98,5.0,46.31,1.25,0.0,11.36,0.0,56.25,0.0,3.37,5.0
1731,114,982,8.61,1218.84,10.69,21.15,0.0,101.32,288.16,5.74,0.0,21.63,29.61,207.1,135.01,150.94,0.0,70.82,47.03,4.24,38.43,74.74,14.09,4.18,2.87,3.0
1732,64,269,4.2,519.98,8.12,8.34,0.0,15.86,10.51,1.0,0.0,6.2,14.24,35.34,33.35,0.93,19.0,12.16,5.78,0.0,5.89,0.0,0.0,97.49,0.0,5.0
1733,102,753,7.38,612.52,6.01,29.62,0.0,67.36,108.69,69.2,0.0,5.66,5.21,101.19,53.92,36.72,24.0,1.25,6.8,0.0,19.35,0.67,1.64,0.0,8.51,0.0
1734,33,363,11.0,465.43,14.1,9.08,0.0,12.47,58.88,1.78,0.0,14.7,19.79,77.79,64.66,11.86,8.0,126.49,3.0,0.0,3.99,0.0,5.57,0.0,1.55,5.0
1735,52,1202,23.12,2107.59,40.53,18.63,0.0,116.32,179.13,40.2,0.0,274.56,10.84,299.32,194.55,111.72,2.0,395.03,3.29,7.3,1.39,15.29,10.3,34.24,2.38,2.0
1736,81,310,3.83,439.04,5.42,3.53,60.0,19.44,54.05,0.0,0.0,97.88,22.42,11.94,16.51,5.62,3.0,24.25,0.7,0.0,16.57,0.0,14.34,16.04,3.17,4.0
1737,133,717,5.39,994.18,7.48,11.72,50.0,144.17,130.14,6.58,0.0,158.32,26.16,29.4,45.56,38.15,4.0,11.97,5.01,0.0,9.81,6.49,5.43,34.88,0.0,4.0
1738,20,248,12.4,444.9,22.25,3.62,30.0,17.35,18.33,0.0,0.0,38.34,35.14,13.09,13.5,17.66,2.0,2.49,6.29,0.0,11.84,20.07,0.72,0.0,0.0,5.0
1739,56,456,8.14,818.21,14.61,16.47,86.0,29.21,21.4,5.62,0.0,4.68,16.55,34.04,21.88,2.72,0.0,8.94,12.35,3.61,18.17,0.0,5.71,39.95,2.96,5.0
1740,112,808,7.21,1244.32,11.11,11.75,50.0,87.99,178.86,3.64,0.0,3.4,22.29,132.04,88.55,42.96,2.0,4.08,9.34,0.0,28.34,24.11,10.58,122.26,7.38,4.0
1741,116,919,7.92,1417.83,12.22,41.7,243.0,111.42,105.05,10.34,0.0,6.2,20.62,78.0,26.32,11.85,6.0,38.01,18.62,0.0,36.8,0.0,27.73,53.69,7.74,4.0
1742,76,828,10.89,1076.7,14.17,6.48,0.0,64.86,88.91,7.98,0.0,2.2,69.44,60.34,94.4,73.13,13.0,25.22,35.32,5.25,53.55,0.0,35.31,41.55,5.94,4.0
1743,101,505,5.0,437.71,4.33,9.08,60.0,50.78,57.88,13.7,0.0,0.0,6.22,31.17,28.32,4.21,36.0,19.84,3.7,0.0,15.33,0.0,22.52,2.02,2.07,4.0
1744,86,1011,11.76,928.79,10.8,16.82,162.0,107.33,22.14,21.19,0.0,0.0,6.47,45.11,50.78,25.12,134.0,10.03,2.15,0.0,3.87,0.0,15.72,4.81,14.73,4.0
1745,59,667,11.31,780.8,13.23,24.93,0.0,84.73,121.78,13.99,0.0,112.69,23.32,21.59,78.02,30.19,0.0,107.58,17.51,0.67,40.71,0.0,19.87,0.0,0.0,4.0
1746,30,423,14.1,697.08,23.24,6.17,35.0,122.36,55.95,12.75,0.0,0.0,70.7,31.31,54.98,64.61,1.0,0.0,3.99,0.0,28.17,0.0,13.98,0.0,4.09,5.0
1747,132,695,5.27,1363.15,10.33,8.07,304.0,78.48,67.8,3.19,0.0,252.54,1.28,41.72,58.13,50.34,12.0,21.61,30.71,0.0,11.72,0.0,32.16,121.9,1.68,3.0
1748,61,772,12.66,1158.77,19.0,12.23,0.0,209.33,136.76,6.04,0.0,118.46,5.54,162.93,119.4,86.78,4.0,64.74,20.9,2.12,84.17,21.8,0.45,0.0,6.86,4.0
1749,8,55,6.88,93.49,11.69,2.11,0.0,0.0,11.14,0.0,0.0,13.17,8.31,13.59,5.12,14.19,0.0,24.92,0.0,0.0,0.0,0.0,0.0,20.14,0.89,5.0
1750,25,308,12.32,566.06,22.64,6.9,30.0,6.64,66.55,1.66,0.0,179.19,13.82,51.95,54.96,44.07,2.0,60.43,3.5,0.0,7.74,0.0,1.06,22.15,7.42,5.0
1751,75,704,9.39,709.25,9.46,28.83,0.0,111.79,102.86,3.69,0.0,38.32,23.04,47.79,95.08,23.73,25.0,53.06,13.08,0.0,18.03,0.0,5.72,0.0,11.08,4.0
1752,86,765,8.9,2683.55,31.2,7.34,0.0,76.97,122.93,1.69,0.0,195.64,46.09,122.55,94.28,37.16,2.0,76.23,27.8,4.03,13.33,0.0,3.65,65.22,0.89,3.0
1753,74,769,10.39,608.84,8.23,15.99,10.0,29.7,85.61,23.11,0.0,1.92,7.41,20.88,63.91,51.6,6.0,0.0,2.55,2.53,1.39,3.4,20.74,0.0,0.39,4.0
1754,87,1131,13.0,1259.41,14.48,25.28,20.0,106.18,133.98,56.78,0.0,6.35,39.74,40.72,80.47,23.81,27.0,23.59,4.34,0.0,55.94,0.0,41.48,112.87,2.72,0.0
1755,91,521,5.73,713.45,7.84,48.49,0.0,69.4,95.26,10.19,0.0,7.79,0.81,35.67,75.32,40.44,7.0,1.79,11.7,0.0,7.53,0.0,4.52,3.71,201.21,4.0
1756,99,851,8.6,1052.42,10.63,32.43,50.0,125.73,253.94,13.42,0.0,8.49,44.3,152.07,66.96,32.25,6.0,32.91,0.0,0.0,6.07,4.83,17.6,31.62,10.66,4.0
1757,60,509,8.48,485.44,8.09,0.0,22.0,0.0,17.15,2.07,0.0,0.0,4.08,12.71,47.57,168.02,0.0,2.39,0.0,0.0,6.95,0.0,0.0,0.0,0.0,5.0
1758,140,1405,10.04,1908.45,13.63,53.85,358.0,185.85,132.96,79.79,0.0,15.44,9.45,60.92,227.38,57.98,13.0,36.1,34.74,0.0,1.98,0.0,20.04,77.9,15.15,0.0
1759,72,514,7.14,540.93,7.51,28.43,33.0,28.72,54.73,32.66,0.0,0.0,6.09,25.09,41.25,35.4,8.0,3.58,13.02,0.0,36.59,0.0,14.9,0.0,33.74,4.0
1760,123,776,6.31,993.54,8.08,12.86,10.0,105.41,60.25,8.58,0.0,124.1,26.91,27.05,94.7,84.1,4.0,1.59,23.12,0.0,8.56,0.0,14.79,98.39,4.83,4.0
1761,143,2046,14.31,2597.04,18.16,32.4,0.0,270.76,223.24,17.8,0.0,219.21,111.2,331.05,265.38,166.59,0.0,97.48,7.39,4.48,78.12,10.45,80.43,24.87,99.25,3.0
1762,4,35,8.75,66.41,16.6,0.99,0.0,0.0,4.76,0.0,0.0,31.18,1.49,6.7,9.24,0.84,0.0,28.0,0.5,0.0,6.02,0.0,0.44,0.0,0.0,5.0
1763,127,1145,9.02,1911.53,15.05,54.13,407.3,65.89,101.11,23.7,0.0,23.8,56.59,138.14,95.24,35.88,14.0,25.76,11.45,0.0,93.66,0.0,46.03,106.53,0.0,3.0
1764,10,136,13.6,367.32,36.73,3.6,150.0,23.51,20.7,0.0,0.0,0.0,1.75,34.99,20.36,0.93,15.0,0.0,1.45,0.0,12.98,0.0,2.62,15.13,2.58,5.0
1765,77,267,3.47,401.44,5.21,1.14,0.0,32.74,33.11,0.0,0.0,56.01,2.32,64.38,12.87,1.44,24.0,13.99,4.1,0.0,0.99,0.0,1.64,32.48,5.79,4.0
1766,24,45,1.88,333.64,13.9,0.0,0.0,0.0,24.37,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,122.19,0.0,5.0
1767,50,243,4.86,352.21,7.04,3.73,55.0,11.7,20.41,11.46,0.0,130.15,11.05,14.73,34.91,33.06,175.5,18.09,1.7,0.0,13.78,0.0,17.26,31.01,0.79,5.0
1768,104,922,8.87,1329.29,12.78,23.35,182.0,165.76,167.24,1.18,0.0,0.0,42.25,104.45,80.08,24.36,27.0,36.13,1.33,0.0,28.3,0.0,90.28,58.61,11.2,4.0
1769,84,472,5.62,629.64,7.5,9.64,40.0,35.42,89.13,0.0,0.0,17.86,7.47,29.2,66.95,5.51,7.0,0.0,6.47,0.0,15.25,0.0,12.41,13.93,7.91,4.0
1770,39,204,5.23,644.02,16.51,8.36,50.0,5.78,72.0,0.0,0.0,11.68,9.12,12.2,19.5,0.98,3.0,2.99,9.0,8.48,2.18,0.0,0.33,0.0,5.44,5.0
1771,296,1080,3.65,1460.41,4.93,15.27,67.0,36.09,155.26,2.95,0.0,4.06,2.69,24.38,28.43,8.79,66.0,11.99,15.4,0.0,10.94,0.0,1.99,218.28,2.67,3.0
1772,138,835,6.05,1136.5,8.24,16.17,46.0,73.84,111.34,0.0,0.0,0.0,16.04,52.19,108.91,44.63,3.0,23.17,8.3,1.69,17.15,0.0,2.71,72.39,0.89,4.0
1773,95,423,4.45,1007.78,10.61,5.03,450.0,22.22,56.88,28.53,0.0,6.1,3.11,103.81,35.3,44.29,4.0,35.61,0.65,0.0,2.99,0.0,3.32,146.82,6.59,4.0
1774,210,1564,7.45,2451.47,11.67,39.38,474.37,151.89,174.27,13.48,0.0,14.36,84.02,183.61,79.54,56.09,16.0,23.62,29.75,0.0,40.87,0.0,10.1,180.93,17.68,3.0
1775,64,375,5.86,983.12,15.36,17.13,136.86,2266.6,49.82,0.0,0.0,0.0,5.07,79.08,66.31,2.75,0.0,2.49,0.0,0.0,8.21,0.0,4.34,0.55,6.24,4.0
1776,76,427,5.62,1042.14,13.71,14.38,276.0,15.86,39.21,1.44,0.0,18.6,7.89,15.76,13.91,0.0,10.0,10.46,19.14,1.95,5.98,0.0,2.04,51.77,6.34,4.0
1777,90,423,4.7,1323.98,14.71,0.0,8.0,65.25,0.0,0.0,0.0,24.58,3.37,3.91,29.16,0.0,54.0,0.0,0.0,0.0,1.19,0.0,0.0,505.56,5.37,4.0
1778,83,362,4.36,974.29,11.74,13.61,80.0,17.37,59.63,2.77,0.0,0.0,0.0,18.05,15.65,0.0,12.0,2.0,3.19,2.12,0.0,0.0,0.0,1179.28,1.97,4.0
1779,39,259,6.64,236.59,6.07,5.92,20.0,42.14,59.74,10.44,1.65,0.0,7.35,11.55,14.39,13.61,1.0,0.0,11.07,0.0,9.47,0.0,0.0,0.0,1.82,5.0
1780,71,921,12.97,1317.11,18.55,27.51,10.0,123.77,113.13,16.01,0.0,15.32,41.02,100.67,149.06,65.99,20.0,66.84,11.78,1.35,0.0,0.0,18.27,102.01,5.24,4.0
1781,90,960,10.67,2419.42,26.88,25.45,326.0,149.12,194.89,0.0,0.0,0.0,16.83,163.77,134.12,60.07,17.0,79.84,5.44,0.0,22.13,0.0,1.57,3273.19,24.35,3.0
1782,51,240,4.71,618.38,12.13,8.07,83.0,11.54,15.64,44.8,0.0,127.42,15.94,30.18,5.3,3.56,8.0,1.59,1.1,0.0,2.59,0.0,20.42,23.05,2.48,5.0
1783,132,670,5.08,698.97,5.3,12.03,15.0,53.46,228.59,10.79,41.74,18.34,13.03,82.06,101.32,7.28,0.0,15.03,0.42,0.0,9.63,0.0,34.88,16.5,19.78,4.0
1784,28,96,3.43,152.34,5.44,5.97,23.0,16.59,24.75,1.25,0.0,1.86,0.0,0.0,21.89,43.2,0.0,11.94,0.98,0.0,2.04,0.0,3.05,2.98,0.89,5.0
1785,21,302,14.38,532.96,25.38,6.35,0.0,14.1,25.82,0.0,9.53,88.84,14.77,42.9,63.58,15.87,0.0,33.22,5.1,0.0,4.97,0.0,11.16,40.2,1.12,5.0
1786,86,637,7.41,750.66,8.73,16.75,15.0,87.63,159.34,8.97,0.0,9.34,13.59,112.42,35.24,37.52,3.0,109.36,7.85,5.41,0.0,0.0,17.76,0.0,0.0,4.0
1787,21,303,14.43,694.18,33.06,0.0,10.0,26.23,59.89,11.1,0.0,12.76,15.86,116.9,14.81,22.14,0.0,38.6,12.89,0.0,7.02,0.0,3.76,122.83,0.0,5.0
1788,80,724,9.05,671.22,8.39,20.39,0.0,76.87,124.68,6.18,0.0,34.0,15.63,51.71,68.83,13.16,0.0,13.52,1.1,1.52,8.05,0.0,33.53,0.0,6.72,4.0
1789,354,2422,6.84,2409.72,6.81,49.24,73.0,412.81,243.57,25.83,0.0,10.28,223.54,443.31,223.39,95.5,27.0,174.28,19.6,1.68,62.73,0.0,16.34,0.0,92.21,3.0
1790,30,352,11.73,460.13,15.34,13.3,0.0,18.94,79.37,7.54,0.0,12.76,22.26,43.64,76.77,61.31,1.0,42.94,0.0,0.0,24.8,0.0,0.0,1.35,0.99,5.0
1791,72,314,4.36,383.51,5.33,5.19,20.0,24.8,92.27,8.16,0.0,0.0,28.62,49.42,78.63,18.84,0.0,35.24,6.7,0.0,2.6,0.0,1.61,0.0,0.0,4.0
1792,75,719,9.59,1692.87,22.57,0.76,305.65,62.44,25.43,13.28,0.0,78.02,4.11,44.66,44.33,6.86,113.0,1.64,19.94,3.78,12.04,0.0,12.21,275.19,28.56,4.0
1793,77,1466,19.04,1754.97,22.79,12.16,0.0,220.35,238.91,11.24,0.0,10.86,105.73,337.22,338.89,103.37,0.0,78.11,0.4,0.0,47.62,0.0,8.3,0.0,11.72,1.0
1794,105,405,3.86,716.13,6.82,0.0,55.0,30.97,25.52,6.63,0.0,0.0,5.8,0.0,3.64,3.17,8.0,0.0,7.74,0.0,4.82,0.0,1.58,96.13,2.91,4.0
1795,98,714,7.29,1747.23,17.83,22.57,337.0,29.41,44.0,0.0,0.0,352.01,49.89,10.9,37.24,8.59,14.0,6.48,6.05,0.0,8.87,1.99,152.19,140.63,5.74,4.0
1796,43,378,8.79,646.26,15.03,3.2,0.0,25.59,66.61,3.54,0.0,0.0,4.98,51.02,25.04,35.0,1.0,14.11,3.25,2.47,8.08,0.42,0.55,122.93,1.19,5.0
1797,35,960,27.43,881.87,25.2,18.29,0.0,268.12,60.63,0.0,0.0,7.39,4.55,39.16,314.4,73.89,0.0,60.28,8.32,0.84,50.06,9.32,34.08,0.0,0.0,1.0
1798,77,633,8.22,708.56,9.2,27.03,10.0,50.45,81.51,7.53,0.0,94.59,17.92,115.55,118.86,68.89,5.0,14.27,0.0,0.0,0.59,0.0,0.0,0.55,1.78,4.0
1799,69,982,14.23,1208.01,17.51,43.4,0.0,73.05,151.46,14.76,0.0,27.22,31.38,90.5,736.69,117.11,1.5,51.18,6.28,0.0,282.8,1.18,1.6,21.11,7.03,1.0
1800,94,926,9.85,1394.82,14.84,26.54,45.0,142.27,205.24,0.0,0.0,42.08,25.15,124.71,132.65,71.76,13.0,157.21,0.0,4.26,0.0,3.98,2.17,124.61,8.04,4.0
1801,27,153,5.67,160.05,5.93,2.57,0.0,0.0,26.92,0.0,0.0,56.05,0.0,39.45,13.4,0.0,0.0,14.9,3.8,0.0,21.26,0.0,0.0,0.0,0.0,5.0
1802,25,453,18.12,472.47,18.9,6.56,0.0,66.57,41.04,0.0,0.0,0.0,11.07,74.32,93.22,38.5,0.0,13.48,10.57,0.0,10.78,5.06,29.52,0.0,2.77,5.0
1803,101,580,5.74,478.47,4.74,9.15,29.0,14.93,80.51,6.7,0.0,4.26,16.39,14.11,1.74,8.2,122.0,13.5,12.34,0.0,9.53,0.0,2.7,0.0,20.7,4.0
1804,23,586,25.48,627.38,27.28,24.95,0.0,45.9,162.65,0.0,0.0,3.4,80.94,70.26,109.14,41.0,0.0,22.18,26.6,0.0,60.81,3.56,11.66,0.0,0.0,1.0
1805,63,558,8.86,480.03,7.62,17.12,0.0,158.22,107.98,3.86,0.0,19.1,15.61,37.3,34.81,30.1,13.0,6.77,25.73,0.0,0.39,4.42,9.95,0.0,0.89,4.0
1806,38,373,9.82,367.1,9.66,3.69,10.0,118.84,26.61,0.84,0.0,0.0,24.78,13.94,25.62,15.89,0.0,11.46,1.34,0.0,6.21,8.49,10.77,8.58,1.82,5.0
1807,96,826,8.6,897.66,9.35,17.53,20.0,276.05,132.85,5.51,0.0,5.1,49.29,34.01,137.44,129.29,8.0,37.33,7.08,3.64,28.69,0.0,1.74,40.23,7.44,4.0
1808,120,899,7.49,1505.99,12.55,22.22,105.0,98.09,98.1,86.47,0.0,86.27,11.48,145.26,210.23,48.25,86.0,24.86,32.62,0.0,36.33,39.01,4.94,52.94,36.35,0.0
1809,90,742,8.24,793.39,8.82,30.14,0.0,59.11,76.4,18.95,0.0,55.25,30.12,102.77,44.89,11.28,0.0,53.37,24.18,0.0,11.96,12.67,2.87,33.29,3.92,4.0
1810,64,783,12.23,781.74,12.21,19.43,0.0,109.59,127.8,0.0,0.0,0.0,27.77,120.58,131.37,21.66,0.0,17.49,4.9,0.0,9.54,5.77,93.86,0.0,2.61,4.0
1811,44,797,18.11,1025.47,23.31,19.38,0.0,103.94,105.87,14.77,0.0,153.13,71.6,230.21,72.8,86.65,0.0,149.57,8.59,0.0,10.15,28.76,25.47,0.0,10.77,1.0
1812,20,778,38.9,767.41,38.37,25.43,0.0,104.72,78.19,13.7,0.0,16.53,47.77,68.99,128.09,33.37,0.0,56.77,0.0,0.0,17.54,28.93,36.27,0.0,1.91,1.0
1813,144,752,5.22,1555.32,10.8,8.62,20.0,99.2,111.36,16.56,0.0,24.9,20.26,45.92,68.21,23.32,13.0,5.98,31.71,0.0,24.64,11.56,13.48,278.42,3.61,3.0
1814,247,979,3.96,1269.06,5.14,37.35,70.0,51.93,284.93,0.0,0.0,156.78,7.91,43.34,28.7,16.63,1.0,25.51,16.72,0.0,4.78,5.09,37.66,91.41,2.58,3.0
1815,131,745,5.69,1430.57,10.92,3.11,10.0,88.57,51.29,10.03,0.0,3.13,0.0,108.24,77.32,50.72,1.0,18.24,1.4,1.95,1.95,46.36,1.53,542.06,6.15,4.0
1816,32,823,25.72,1236.09,38.63,15.16,15.0,106.74,130.9,0.4,0.0,193.67,44.44,62.26,186.09,34.02,1.0,74.57,6.31,0.0,27.44,5.09,58.45,33.7,0.0,1.0
1817,94,527,5.61,597.99,6.36,15.84,0.0,0.0,15.85,2.73,0.0,63.73,15.21,32.8,51.39,8.76,0.0,29.35,0.0,0.0,19.84,0.0,6.82,0.0,0.0,4.0
1818,81,857,10.58,1005.85,12.42,78.91,0.0,79.9,495.39,0.0,0.0,45.6,40.45,487.98,338.86,187.31,0.0,16.16,8.69,14.62,7.27,30.61,0.0,0.0,6.76,4.0
1819,51,1006,19.73,1009.88,19.8,103.69,40.0,126.31,176.13,3.55,0.0,15.3,11.15,63.44,91.74,45.16,219.0,53.93,7.86,0.0,65.42,54.07,77.91,31.92,7.53,1.0
1820,78,260,3.33,770.67,9.88,6.65,0.0,33.31,40.32,0.0,0.0,252.19,0.0,19.67,10.04,0.47,0.0,2.99,1.9,0.0,29.14,4.25,2.94,0.0,0.0,4.0
1821,144,986,6.85,2468.46,17.14,46.92,125.1,53.87,217.88,15.35,0.0,18.36,1.32,132.6,81.39,102.7,0.0,34.54,22.6,8.98,13.14,3.67,12.81,487.26,6.75,3.0
1822,140,528,3.77,1041.27,7.44,13.2,130.0,42.56,121.51,0.0,0.0,14.1,14.37,121.55,43.14,18.23,0.0,29.34,5.74,0.0,26.59,0.0,25.54,11.16,2.67,4.0
1823,268,1380,5.15,1474.29,5.5,42.16,130.0,122.28,165.6,2.08,0.0,5.95,12.15,50.12,46.93,26.8,56.0,28.39,30.8,0.0,13.1,68.94,42.85,978.88,6.56,3.0
1824,62,541,8.73,966.41,15.59,32.91,10.0,11.01,58.55,8.8,0.0,339.4,17.74,137.35,71.4,31.45,9.0,255.55,3.25,0.0,8.19,2.79,9.23,49.72,2.1,4.0
1825,11,163,14.82,194.73,17.7,4.9,0.0,23.56,25.79,4.87,0.0,0.0,6.55,45.66,17.04,9.59,0.0,2.99,3.2,0.0,8.25,0.0,3.06,0.0,1.19,5.0
1826,64,484,7.56,647.15,10.11,24.46,5.0,31.08,97.21,6.32,0.0,165.76,20.35,19.29,72.96,8.42,4.0,17.92,3.55,2.28,41.28,1.02,16.93,1.1,11.57,4.0
1827,161,1746,10.84,1511.49,9.39,36.5,5.0,242.27,114.23,14.3,0.0,0.0,8.17,168.1,308.98,24.21,55.0,35.9,17.69,0.0,72.17,3.4,60.63,145.2,11.73,3.0
1828,93,599,6.44,1073.48,11.54,12.99,65.0,120.36,82.36,2.1,0.0,1.78,12.79,19.55,44.91,61.67,0.0,9.7,48.99,2.78,20.0,56.85,26.75,638.5,10.99,4.0
1829,111,729,6.57,892.16,8.04,8.44,11.0,74.31,102.2,0.0,0.0,7.22,48.38,45.3,142.5,29.27,0.0,28.06,0.0,0.0,20.63,0.0,7.4,40.02,4.66,4.0
1830,50,263,5.26,748.73,14.97,6.05,158.5,8.95,17.89,0.77,0.0,52.7,7.42,7.77,19.08,14.99,84.0,10.93,5.9,0.0,1.0,3.54,1.32,100.99,1.48,5.0
1831,231,1911,8.27,2602.79,11.27,21.47,82.0,68.4,138.98,27.65,0.0,329.36,38.85,68.86,164.97,43.19,136.5,58.1,5.67,0.0,16.19,10.45,27.3,111.44,5.17,3.0
1832,102,712,6.98,1110.96,10.89,16.18,10.0,57.1,64.17,9.98,0.0,30.64,8.98,99.16,82.17,15.64,8.0,75.2,12.61,0.0,8.08,1.68,15.98,809.39,0.79,4.0
1833,45,795,17.67,1216.85,27.04,82.61,0.0,189.38,155.2,0.0,0.0,159.42,70.53,88.35,96.41,102.87,0.0,59.32,11.72,1.1,44.86,3.55,27.21,0.0,1.09,1.0
1834,12,250,20.83,378.72,31.56,8.18,0.0,29.94,54.62,0.0,0.0,14.47,11.43,49.02,50.76,8.32,0.0,5.78,1.95,0.0,13.24,18.48,5.16,22.0,0.0,1.0
1835,21,163,7.76,425.52,20.26,14.56,144.0,19.32,24.43,0.0,0.0,14.46,4.48,8.95,24.75,5.28,0.0,21.04,0.0,0.0,5.03,8.73,0.0,45.17,0.0,5.0
1836,43,283,6.58,286.69,6.67,15.22,0.0,62.19,16.62,0.0,0.0,11.2,7.92,36.55,29.21,33.35,0.0,0.0,0.0,0.0,1.94,1.99,13.04,0.0,0.0,5.0
1837,84,920,10.95,1486.08,17.69,19.73,70.0,147.16,98.53,10.0,0.0,3.57,13.78,84.91,116.95,55.82,3.0,13.99,21.36,0.0,10.03,3.69,45.01,126.1,1.98,4.0
1838,67,916,13.67,1047.19,15.63,16.82,0.0,104.15,169.0,33.15,0.0,0.0,15.65,216.47,136.57,63.05,0.0,49.53,4.22,0.0,4.24,0.0,1.32,0.0,7.78,4.0
1839,62,546,8.81,511.3,8.25,10.13,0.0,43.21,99.96,3.16,0.0,35.73,26.61,98.5,64.93,31.57,0.0,8.08,9.0,0.0,16.85,4.31,7.26,0.0,2.88,5.0
1840,82,584,7.12,925.02,11.28,22.97,5.0,53.29,41.28,14.14,0.0,35.7,21.87,90.61,105.22,44.4,41.0,66.87,14.45,0.0,15.81,8.73,2.34,66.74,2.63,4.0
1841,46,718,15.61,702.47,15.27,8.33,10.0,101.89,142.7,67.64,0.0,3.82,51.97,96.34,100.12,26.75,9.0,63.84,3.26,0.0,4.29,1.15,4.29,0.0,4.62,0.0
1842,155,959,6.19,1359.91,8.77,5.23,5.0,62.48,25.83,60.25,0.0,196.89,15.29,63.09,37.22,7.85,279.0,119.33,6.86,0.0,9.05,10.82,11.22,126.39,0.28,0.0
1843,53,617,11.64,863.77,16.3,18.24,45.0,76.89,73.62,0.0,0.0,8.5,11.05,77.46,41.99,87.72,0.0,16.72,19.83,0.0,22.18,78.61,18.92,75.47,4.86,4.0
1844,40,305,7.63,485.51,12.14,13.82,0.0,31.34,57.2,0.0,0.0,44.93,1.79,6.95,41.33,40.76,1.0,34.25,4.25,0.0,28.45,0.84,4.48,33.84,0.0,5.0
1845,80,1378,17.23,1474.1,18.43,45.72,0.0,128.77,346.27,72.94,0.0,121.44,66.23,118.27,238.16,101.11,0.0,28.4,4.96,195.56,41.1,19.78,22.27,10.86,15.03,0.0
1846,20,507,25.35,607.93,30.4,33.23,0.0,71.42,86.95,1.15,0.0,7.14,21.5,118.03,95.96,14.89,0.0,72.21,0.65,1.86,12.83,2.12,1.56,0.0,9.72,1.0
