cluster_group,number_of_visits,total_quantity,average_quantity,total_spend,average_spend,BAKERY,CASHPOINT,CONFECTIONARY,DAIRY,DELI,DISCOUNT_BAKERY,DRINKS,FROZEN,FRUIT_VEG,GROCERY_FOOD,GROCERY_HEALTH_PETS,LOTTERY,MEAT,NEWSPAPERS_MAGAZINES,PRACTICAL_ITEMS,PREPARED_MEALS,SEASONAL_GIFTING,SOFT_DRINKS,TOBACCO,WORLD_FOODS
0,96.6796116504854,1085.27184466019,12.1920388349515,1326.55087378641,14.6736893203884,31.4947572815534,23.7495145631068,140.465048543689,159.547087378641,62.973786407767,1.28058252427184,48.4812621359223,36.5389320388349,134.697184466019,140.005339805825,63.7473786407767,13.0533980582524,53.1741747572815,11.0479611650485,4.05310679611651,31.3444660194175,13.2569902912621,29.5360194174757,159.179029126214,9.26873786407767
1,33.1048593350384,710.230179028133,24.1835038363171,902.733964194373,30.7603836317136,25.5765984654731,9.4837084398977,109.034552429668,136.782787723785,6.89386189258312,2.56590792838875,46.8493350383632,37.63547314578,120.171278772379,128.929693094629,68.1239130434783,4.00895140664962,53.2468542199489,6.55245524296675,2.24946291560102,31.0332992327366,10.1665217391304,22.7584143222506,43.7340153452685,6.35212276214834
2,59.1095890410959,1678.28767123288,36.7035616438356,2170.57465753425,47.8317808219178,91.3565753424657,10.6849315068493,340.904520547945,328.213561643836,9.24684931506849,4.88123287671233,104.514109589041,91.3157534246576,354.991780821918,332.836164383562,171.418493150685,3.54657534246575,201.015890410959,19.5419178082192,8.66753424657534,91.9417808219178,19.7119178082192,69.7108219178082,109.479452054795,21.9932876712329
3,166.72962962963,1107.5962962963,7.16688888888889,1536.13248148148,10.0275925925926,31.0828888888889,51.6284814814815,124.613222222222,147.147148148148,6.61937037037037,0.879481481481481,119.91462962963,35.8807407407407,110.615481481481,118.139185185185,57.9258888888889,24.6655555555556,48.4940740740741,19.1936296296296,2.19607407407407,29.5301481481481,8.51718518518518,24.7314074074074,156.008666666667,8.40922222222222
4,89.0729411764706,626.061176470588,7.39289411764706,824.898435294118,9.75491764705882,20.0286,35.8013882352941,81.6905176470588,95.1216823529412,5.14318823529412,1.0954,51.6465882352941,22.2987529411765,78.1757647058823,77.1174823529412,32.5703764705882,8.89447058823529,31.5024470588235,8.79675294117647,1.44985882352941,18.7577764705882,5.23550588235294,14.9746470588235,70.8090588235294,6.35518823529412
5,36.2536176694593,310.712109672506,9.29977913175933,414.5191926885,12.4708987052551,10.9271896420411,14.7646839299315,40.8795430312262,52.3749733434882,3.8812947448591,1.64623000761615,33.008674790556,12.7006397562833,44.4231530845392,43.0467479055598,21.5745239908606,3.68469154607768,20.1645468392993,4.37062452399086,1.0109139375476,11.9129626808835,4.21093678598629,7.18750952018279,33.4689718202589,3.61959634424981
